epoch,lr,seconds,train_loss,train_acc,train_macro_precision,train_macro_recall,train_macro_f1,val_loss,val_acc,val_macro_precision,val_macro_recall,val_macro_f1
1,0.0001,333.3,1.9737192262090553,0.5781883257013527,0.49548832014092636,0.5550294311117473,0.5033555077958028,1.7717542288493524,0.7456441717791411,0.7186783482929255,0.731034093153361,0.6897010416497481
2,0.0001,317.9,1.2672373756960045,0.7968840465287647,0.722279733774701,0.7933373231018556,0.7450390188330963,1.7007298557304897,0.7626993865030675,0.7486749800397225,0.7758269873118762,0.7229050929383443
3,0.0001,310.6,1.0612964625985781,0.8642033791252172,0.8029378278790213,0.8654688374386041,0.8255401329907253,1.4602916540836264,0.8462576687116564,0.8247620307516282,0.8424510807310247,0.8123848988863653
4,0.0001,319.1,0.9737655433066689,0.8948365703458077,0.8419166990886018,0.8968761034338216,0.863214841928074,1.7692856180155936,0.7371779141104294,0.7970539850346334,0.7816367007001628,0.7275421371162131
5,0.0001,312.5,0.9062336787492816,0.9174167061424285,0.8718766208834186,0.9191942390911819,0.8902475869727053,1.3114986991882325,0.8887116564417178,0.8610941898451001,0.8954545753855532,0.8611303699640718
6,0.0001,319.4,0.8736289915859564,0.9277067214063898,0.8841916716605459,0.927732626480938,0.9010867254160094,1.2780107577739317,0.907239263803681,0.8966374648416325,0.9029154134886314,0.8917727891060431
7,0.0001,320.9,0.8378772899234751,0.9400231591136375,0.9019939243913085,0.9408156361366121,0.9170402581136086,1.1893146810941169,0.9401226993865031,0.9248650678514309,0.9317082169865766,0.9222233447355034
8,0.0001,312.0,0.8069167827780582,0.9483393862834886,0.9154292561132177,0.9513773408463629,0.9299318253480514,1.1754994604777704,0.9411042944785276,0.9242955345996446,0.9382486472231198,0.9258638276337209
9,0.0001,312.8,0.7854788630778831,0.9542607505658193,0.9228072708639923,0.9561922825672768,0.9364750527285127,1.1728730569149088,0.9436809815950921,0.9258535704039093,0.9432753098067032,0.9285257087492272
10,0.0001,310.5,0.7734033182436707,0.9587609874203905,0.9295276943229118,0.9597159022209819,0.9422081427968677,1.259953700574629,0.9093251533742331,0.8951085787108422,0.9033403208505852,0.8774742243965992
11,0.0001,311.1,0.7577913404263987,0.9629191010053161,0.935654058907151,0.9641560286845323,0.9471339412896139,1.0882272624384406,0.9721472392638036,0.9584258480179408,0.9724443998346352,0.9639685688617169
12,0.0001,316.8,0.7373452620685989,0.9691562713827043,0.9467320572162535,0.9691480196731133,0.9563056019143058,1.1611791149677675,0.947116564417178,0.9466940864315441,0.944049812223027,0.93858761094636
13,0.0001,317.2,0.7332171009580639,0.9703668614137586,0.9482856669359713,0.9716463068444275,0.958380024595511,1.0858136820939421,0.9676073619631902,0.960010079354021,0.9653207282704898,0.9606128299825617
14,0.0001,316.2,0.718690396233655,0.9749197326175062,0.9571822546755818,0.9756069500792636,0.9654711459593229,1.1140263797315353,0.9564417177914111,0.9395221978737698,0.9600457352441457,0.941017782359542
15,5e-05,317.9,0.7129402493632425,0.9753671245855045,0.95436054117793,0.9763396324625283,0.9636170551795619,1.1638420360073722,0.9361963190184049,0.9087420358711626,0.9482570903140463,0.9191901256530796
16,5e-05,311.3,0.6733775424219394,0.9853939681035844,0.971484212604309,0.9860909278467449,0.9779890725417695,1.0356397672079825,0.9785276073619632,0.9700522480511614,0.9756036883891783,0.9720081502852824
17,5e-05,316.7,0.6647159262289278,0.987841465340281,0.9804672989082912,0.9885819648035494,0.9843288584166872,1.0252038177829579,0.9838036809815951,0.9804819436905323,0.9788119899729051,0.9791863135427679
18,5e-05,314.5,0.6633998112989994,0.9886309805779252,0.9791240327550687,0.9892194470516124,0.9837919552385544,1.0414368825456115,0.9771779141104294,0.9771451037043755,0.9702049796181121,0.9725473354750854
19,5e-05,311.1,0.659784913483441,0.9884730775303964,0.9799331012605395,0.988621682642116,0.9840973670554733,1.017875440895923,0.9844171779141104,0.9834713217507673,0.9802845511452398,0.9814683898237647
20,5e-05,315.4,0.65982775574697,0.9883678088320438,0.9778926870816762,0.988871177097218,0.982745848985395,1.0043604047751866,0.9901840490797545,0.9875176816124042,0.9877250847177906,0.9874853457426042
