epoch,lr,seconds,train_loss,train_acc,train_macro_precision,train_macro_recall,train_macro_f1,val_loss,val_acc,val_macro_precision,val_macro_recall,val_macro_f1
1,0.0001,131.2,3.018842423969587,0.24257178198278811,0.18130911886692047,0.20057456195354462,0.1503123641014099,2.46667553805357,0.3708430482267763,0.25097209215164185,0.3083396553993225,0.23710578680038452
2,0.0001,131.5,2.4117819158881013,0.39695239097823515,0.3054378032684326,0.34570810198783875,0.28335830569267273,2.1625999786880414,0.4306049822064057,0.3437449336051941,0.3951052129268646,0.3229276239871979
3,0.0001,130.8,2.1565127874464194,0.4522462299655236,0.35760679841041565,0.4102330505847931,0.35047322511672974,1.9412625193639772,0.47478218186280524,0.41831550002098083,0.43765780329704285,0.37329572439193726
4,0.0001,129.9,1.9666759883817517,0.4930652419927889,0.3952062427997589,0.4531051516532898,0.3955744504928589,1.7921806425386477,0.5084059393790649,0.4548794627189636,0.4797573983669281,0.4177749752998352
5,0.0001,130.6,1.7903579361084798,0.5335947574808537,0.43701088428497314,0.49922889471054077,0.4437035322189331,1.65282696777362,0.5452202724260645,0.4790712594985962,0.5183740854263306,0.45582014322280884
6,0.0001,131.8,1.6468658092872348,0.5664394557465063,0.47230640053749084,0.5381309986114502,0.48207640647888184,1.5339679019935937,0.5773714566204442,0.5113747119903564,0.5562794208526611,0.4963797926902771
7,0.0001,132.6,1.5361042401883296,0.588783324999342,0.4994252324104309,0.5663093328475952,0.5114932060241699,1.4282585538842367,0.598846484231194,0.5334599018096924,0.5817330479621887,0.5182808041572571
8,0.0001,131.6,1.4596873800431465,0.6019422585993631,0.5149711966514587,0.5819481611251831,0.5270513296127319,1.3402931001789367,0.6226530862682538,0.5489273071289062,0.5969029664993286,0.542687177658081
9,0.0001,130.7,1.3788189513340032,0.6192330973497908,0.5324506759643555,0.6010752320289612,0.5470972061157227,1.2665872971314363,0.6386059639219536,0.5653016567230225,0.6261584758758545,0.5653762817382812
10,0.0001,131.8,1.3254821611604657,0.628733847409006,0.5438228845596313,0.6130689382553101,0.558647632598877,1.2604891119858783,0.6309976684255737,0.564415693283081,0.6197801828384399,0.5576029419898987
11,0.0001,131.5,1.266722267476007,0.6438403031818302,0.5595632791519165,0.6290296316146851,0.5749085545539856,1.2152284065818975,0.6457234016443736,0.5780370235443115,0.6334759593009949,0.5715373754501343
12,0.0001,131.2,1.2150023911354884,0.6554728004842487,0.5746210813522339,0.6465632319450378,0.5903182029724121,1.1560757872970255,0.6613081359676034,0.5875998735427856,0.6515903472900391,0.5908013582229614
13,0.0001,130.0,1.1745187643813746,0.6669473905834671,0.5866360664367676,0.657793402671814,0.6025265455245972,1.0848317704093662,0.6810651613694932,0.6084398031234741,0.6728028059005737,0.6120444536209106
14,0.0001,131.4,1.130549796277587,0.6771587230570835,0.5968328714370728,0.6682398915290833,0.6137950420379639,1.0616436854054232,0.6900233157442631,0.6192830801010132,0.6826608180999756,0.6207879781723022
15,0.0001,130.4,1.0946746386926256,0.684369818669895,0.6061804890632629,0.6780921220779419,0.6231115460395813,1.0960131144140348,0.6728432936556633,0.618158757686615,0.6754802465438843,0.612337052822113
16,0.0001,130.2,1.052126777389506,0.6963181303787142,0.6192734837532043,0.6920322775840759,0.6377110481262207,1.022653648532641,0.696159037918763,0.6326904296875,0.6917802095413208,0.6318778991699219
17,0.0001,130.3,1.0345805363041491,0.7018185646235229,0.6239653825759888,0.6949492692947388,0.6424016356468201,0.9940337184558311,0.7059761933979629,0.6413735151290894,0.7049614787101746,0.6432977914810181
18,0.0001,131.1,0.99523243021864,0.7102402821275364,0.6350439786911011,0.7080835103988647,0.6539855003356934,0.9527011407871365,0.7168977788685729,0.6469730138778687,0.7021251916885376,0.6501961350440979
19,0.0001,130.5,0.9615871542632104,0.7216096007579546,0.6460424661636353,0.7178493738174438,0.6654351949691772,0.9288253423509049,0.7249969321389127,0.6574437022209167,0.7248544692993164,0.6659466028213501
20,0.0001,132.1,0.9365366844107271,0.7244782482827592,0.6503551602363586,0.7238759994506836,0.6701937913894653,0.885930536963308,0.7337096576267027,0.6650665402412415,0.7270713448524475,0.6723473072052002
